d,two_theta,intensity,h,k,l,mult,phase,id
1.6123,57.0806,0.06,2,7,-1,4,Pb5O4(CrO4),96-153-4030
1.6121,57.0858,0.08,5,6,-1,4,Pb5O4(CrO4),96-153-4030
1.6112,57.1226,99.31,8,3,-2,4,Pb5O4(CrO4),96-153-4030
3.505,25.3913,1000,1,1,0,4,PbO2,96-900-7544
2.7963,31.9805,926.24,1,0,1,8,PbO2,96-900-7544
2.4784,36.2155,289.55,2,0,0,4,PbO2,96-900-7544
2.4355,36.8767,13.74,1,1,1,8,PbO2,96-900-7544
2.2167,40.6678,5.04,1,2,0,8,PbO2,96-900-7544
1.8547,49.0781,650.6,2,1,1,16,PbO2,96-900-7544
1.7525,52.1497,143.74,2,2,0,4,PbO2,96-900-7544
1.6933,54.1183,71.02,0,0,2,2,PbO2,96-900-7544
1.5675,58.8687,154.11,1,3,0,8,PbO2,96-900-7544
1.5564,59.3275,0.55,2,2,1,8,PbO2,96-900-7544
1.5247,60.6913,156.59,1,1,2,8,PbO2,96-900-7544
1.485,62.4948,169.51,3,0,1,8,PbO2,96-900-7544
1.4225,65.5732,0.57,3,1,1,16,PbO2,96-900-7544
1.3981,66.864,91.48,2,0,2,8,PbO2,96-900-7544
1.3748,68.1547,0.13,2,3,0,8,PbO2,96-900-7544
1.3456,69.8417,1,2,1,2,16,PbO2,96-900-7544
1.2738,74.4172,133.05,3,2,1,16,PbO2,96-900-7544
1.2392,76.8676,35.69,4,0,0,4,PbO2,96-900-7544
1.2177,78.4797,73.69,2,2,2,8,PbO2,96-900-7544
1.2022,79.6942,0.62,1,4,0,8,PbO2,96-900-7544
1.1683,82.4956,33.44,3,3,0,4,PbO2,96-900-7544
1.1503,84.0814,100.83,3,1,2,16,PbO2,96-900-7544
1.1329,85.674,102.1,4,1,1,16,PbO2,96-900-7544
1.1084,88.0514,47.35,2,4,0,8,PbO2,96-900-7544
1.1045,88.4453,0.02,3,3,1,8,PbO2,96-900-7544
1.1007,88.8279,43.61,0,1,3,8,PbO2,96-900-7544
1.0745,91.5955,0.33,1,1,3,8,PbO2,96-900-7544
1.0673,92.3948,0.08,3,2,2,16,PbO2,96-900-7544
1.0534,93.9835,0.36,4,2,1,16,PbO2,96-900-7544
1.0059,99.9473,79.09,2,1,3,16,PbO2,96-900-7544
8.5442,10.34500324754928,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
5.60491,15.798651943164115,11,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
4.93299,17.9672937293444,54,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
4.2721,20.775542505309616,260.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
4.109,21.609913542974336,259.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
3.713,23.947086922641553,61,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
3.713,23.947086922641553,61,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
3.40534,26.147288201556112,261.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
3.22941,27.599147440324177,287.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.96656,30.099858636510213,1000,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.96656,30.099858636510213,1000,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.84806,31.38381316141261,311.3,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.80245,31.908090698487356,8,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.65919,33.67691561191912,3,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.46649,36.39648107405272,12,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.4367,36.85734657687436,3,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.37756,37.80845183555349,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.36974,37.937976158931185,7,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.34075,38.42614820818646,3,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.25981,39.85964473038046,35,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.25981,39.85964473038046,35,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.21241,40.751082470629775,82,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.13605,42.276361706952045,35,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.05451,44.04006715298196,202.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
2.05451,44.04006715298196,202.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.99757,45.36422684656532,111.1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.96459,46.1694002376744,178.1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.96018,46.279305505565375,147.1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.89525,47.96236876413523,116.1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.8645,48.80444007501663,126.1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.8565,49.02855856496075,88,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.85152,49.16915230949934,204.2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.81417,50.25086338495786,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.80837,50.42328710265958,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.74719,52.31992873042154,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.73753,52.63307125013486,8,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.73344,52.76683482802344,6,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.71177,53.48755530618803,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.70267,53.79637713229367,23,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.66622,55.07167044728393,14,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.64433,55.86845406236627,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.6147,56.986332868122844,33,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.60949,57.18777504562733,64,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.60545,57.34501376110807,60,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.57783,58.44488183614986,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.55526,59.3772645725466,57,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.55232,59.50103706711757,54,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.53671,60.16745948201148,49,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.53458,60.25962060365343,29,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.50348,61.64018164325412,78,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.50348,61.64018164325412,78,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.48929,62.292674851442015,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.48328,62.57348252891776,3,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.48073,62.69344326953346,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.46326,63.528663229806064,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.42213,65.59228364937383,9,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.41823,65.79544823087288,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.40122,66.69760327584238,12,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.39854,66.8421748798627,6,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.38017,67.85161721015415,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.36966,68.44409775394473,12,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.34933,69.62255389255212,36,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.3479,69.70710532115837,28,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.34552,69.84832262759012,42,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.32959,70.80978543915602,25,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.31556,71.68079083138464,56,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.31379,71.79234026279248,25,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.30428,72.3982405662325,25,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.28378,73.74325419677749,64,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.28378,73.74325419677749,64,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.27234,74.51801910455896,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.25845,75.48320612434831,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.23767,76.9800444593549,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.23324,77.30772701641389,24,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.23093,77.479830615831915,14,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.23093,77.479830615831915,14,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.22487,77.93540987004246,7,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.22167,78.17840090633382,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.21835,78.43230005766091,19,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.20443,79.51726164026394,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.20046,79.83289948192404,19,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.19742,80.07650856108853,24,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.18378,81.19050177440333,18,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.1828,81.27188972403808,17,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.17037,82.32046581422037,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.17037,82.32046581422037,2,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.15955,83.25860491628664,22,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.153,83.83847000855732,10,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.13511,85.47051287951388,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.1317,85.78993656938003,12,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.12878,86.06565882237766,6,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.12016,86.89170091321155,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.11878,87.02565487109415,1,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.1062,88.26929882152696,12,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.10383,88.50825495028995,7,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.10217,88.67652799950301,6,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.09705,89.20029240466071,9,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.09474,89.43898466313566,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
1.09474,89.43898466313566,5,NA,NA,NA,NA,Hydroxypyromorphite,00-086-0236
